President,Date,Approve,X.1
Eisenhower,57 Jul 18-23,65,Jul 1957
Eisenhower,57 Aug 8-13,63,Aug 1957
Eisenhower,57 Aug 29-Sep 4,59,Aug 1957
Eisenhower,57 Sep 19-24,59,Sep 1957
Eisenhower,57 Oct 10-15,57,Oct 1957
Eisenhower,57 Nov 7-12,58,Nov 1957
Eisenhower,58 Jan 2-7,60,Jan 1958
Eisenhower,58 Jan 24-29,58,Jan 1958
Eisenhower,58 Feb 14-19,54,Feb 1958
Eisenhower,58 Mar 6-11,51,Mar 1958
Eisenhower,58 Mar 27-Apr 1,48,Mar 1958
Eisenhower,58 Apr 16-21,54,Apr 1958
Eisenhower,58 May 7-12,53,May 1958
Eisenhower,58 May 28-Jun 2,54,May 1958
Eisenhower,58 Jul 10-15,52,Jul 1958
Eisenhower,58 Jul 30-Aug 4,58,Jul 1958
Eisenhower,58 Aug 20-25,56,Aug 1958
Eisenhower,58 Sep 10-15,57,Sep 1958
Eisenhower,58 Sep 24-29,54,Sep 1958
Eisenhower,58 Oct 15-20,57,Oct 1958
Eisenhower,58 Nov 7-12,52,Nov 1958
Eisenhower,58 Dec 3-8,57,Dec 1958
Eisenhower,59 Jan 7-12,57,Jan 1959
Eisenhower,59 Feb 4-9,59,Feb 1959
Eisenhower,59 Mar 4-9,58,Mar 1959
Eisenhower,59 Apr 2-7,62,Apr 1959
Eisenhower,59 Apr 29-May 4,60,Apr 1959
Eisenhower,59 May 29-Jun 3,64,May 1959
Eisenhower,59 Jun 25-30,62,Jun 1959
Eisenhower,59 Jul 23-28,61,Jul 1959
Eisenhower,59 Aug 20-25,67,Aug 1959
Eisenhower,59 Sep 18-23,66,Sep 1959
Eisenhower,59 Oct 16-21,67,Oct 1959
Eisenhower,59 Nov 12-17,65,Nov 1959
Eisenhower,59 Dec 3-8,67,Dec 1959
Eisenhower,59 Dec 10-15,77,Dec 1959
Eisenhower,60 Jan 6-11,66,Jan 1960
Eisenhower,60 Feb 4-9,64,Feb 1960
Eisenhower,60 Mar 2-7,64,Mar 1960
Eisenhower,60 Mar 30-Apr 4,65,Mar 1960
Eisenhower,60 Apr 28-May 3,62,Apr 1960
Eisenhower,60 May 26-31,65,May 1960
Eisenhower,60 Jun 16-21,61,Jun 1960
Eisenhower,60 Jun 30-Jul 5,57,Jun 1960
Eisenhower,60 Jul 16-21,49,Jul 1960
Eisenhower,60 Jul 30-Aug 4,63,Jul 1960
Eisenhower,60 Aug 11-16,63,Aug 1960
Eisenhower,60 Aug 25-30,61,Aug 1960
Eisenhower,60 Sep 9-14,58,Sep 1960
Eisenhower,60 Sep 28-Oct 2,65,Sep 1960
Eisenhower,60 Oct 18-23,58,Oct 1960
Eisenhower,60 Nov 17-22,59,Nov 1960
Eisenhower,60 Dec 8-13,59,Dec 1960
